age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
25,9,2,1,no,0,0,1,0,8,5,634,1,-1,0,3,1
25,1,1,1,no,101,0,1,0,8,5,460,3,-1,0,3,1
28,1,2,1,no,517,0,1,0,8,5,681,1,-1,0,3,1
33,2,0,2,no,37,0,1,0,8,5,1082,1,-1,0,3,1
45,4,0,2,no,854,0,1,0,8,5,730,1,-1,0,3,1
36,7,1,1,no,30,0,1,0,8,5,716,5,-1,0,3,1
26,1,2,1,yes,81,0,1,0,8,5,803,2,-1,0,3,1
38,9,1,1,no,0,0,0,0,8,5,635,1,-1,0,3,1
56,1,2,1,no,663,0,1,0,8,5,819,3,-1,0,3,1
26,0,2,1,no,102,0,1,0,8,5,658,2,-1,0,3,1
26,9,1,1,no,370,0,1,0,8,5,1061,4,-1,0,3,1
25,1,2,1,no,189,0,1,0,8,5,687,2,-1,0,3,1
26,10,2,1,no,111,0,0,0,9,5,537,1,-1,0,3,1
40,1,1,0,no,665,1,0,0,9,5,781,1,-1,0,3,1
37,0,1,0,no,214,1,0,0,9,5,645,1,-1,0,3,1
43,1,2,0,no,0,0,0,0,9,5,1242,1,-1,0,3,1
41,7,0,2,no,1583,1,0,0,9,5,662,1,-1,0,3,1
49,1,1,1,no,0,0,1,0,9,5,625,1,-1,0,3,1
29,0,0,2,yes,0,0,1,0,9,5,426,3,-1,0,3,1
39,7,0,1,no,687,1,0,0,9,5,869,1,-1,0,3,1
38,4,1,2,yes,327,1,1,0,9,5,556,5,-1,0,3,1
26,9,1,1,no,-119,0,1,0,9,5,359,5,-1,0,3,1
32,4,1,2,no,794,1,1,0,9,5,1014,1,-1,0,3,1
33,1,1,0,no,-191,1,1,0,9,5,1290,4,-1,0,3,1
31,4,2,2,no,409,0,1,0,9,5,564,5,-1,0,3,1
49,1,1,0,no,3,0,1,0,9,5,1439,6,-1,0,3,1
27,10,2,0,no,9,0,1,0,9,5,919,2,-1,0,3,1
30,1,2,1,no,155,1,1,0,9,5,1426,3,-1,0,3,1
35,1,1,1,no,1330,0,0,0,10,5,901,1,-1,0,3,1
26,1,2,1,no,-29,1,0,0,10,5,998,4,-1,0,3,1
45,2,1,3,no,3133,1,1,0,10,5,804,1,-1,0,3,1
34,0,1,1,no,-33,1,1,0,10,5,961,1,-1,0,3,1
28,0,2,1,no,-170,0,1,0,10,5,720,2,-1,0,3,1
25,1,2,1,no,1243,0,1,0,10,5,1341,7,-1,0,3,1
30,1,2,1,no,1598,1,0,0,10,5,634,1,-1,0,3,1
30,7,1,1,no,5,0,1,0,10,5,829,5,-1,0,3,1
47,7,1,1,no,367,1,0,0,10,5,476,4,-1,0,3,1
57,0,0,1,no,658,0,0,0,10,5,724,1,-1,0,3,1
38,4,1,2,no,1722,1,0,0,10,5,500,1,-1,0,3,1
54,9,1,1,no,-315,0,1,0,10,5,2029,1,-1,0,3,1
25,1,2,0,no,2483,0,0,0,10,5,1499,3,-1,0,3,1
30,1,1,1,no,0,1,1,0,10,5,1399,1,-1,0,3,1
26,4,2,2,no,45,0,0,0,10,5,1187,3,-1,0,3,1
31,8,1,0,no,46,1,0,0,10,5,487,1,-1,0,3,1
29,1,2,1,no,482,0,1,0,10,5,1097,3,-1,0,3,1
49,1,1,1,no,3728,1,0,0,11,5,1060,2,-1,0,3,1
60,5,0,1,no,1099,0,0,0,11,5,764,2,-1,0,3,1
60,4,1,2,no,2222,1,0,0,11,5,1120,2,-1,0,3,1
29,4,2,2,no,983,1,0,0,11,5,963,2,-1,0,3,1
55,4,0,1,no,204,1,0,0,11,5,1973,2,-1,0,3,1
44,0,1,1,no,1074,1,0,0,11,5,911,2,-1,0,3,1
47,9,1,1,no,3466,1,0,0,11,5,853,2,-1,0,3,1
35,0,1,1,no,-203,1,0,0,11,5,1649,2,-1,0,3,1
35,2,1,1,no,2436,0,1,0,14,5,1397,3,-1,0,3,1
38,9,1,1,no,976,1,0,0,14,5,766,3,-1,0,3,1
34,2,1,2,no,146,1,0,0,14,5,788,2,-1,0,3,1
50,9,1,1,no,156,0,1,0,14,5,1130,3,-1,0,3,1
43,0,1,2,no,189,1,0,0,14,5,1062,4,-1,0,3,1
44,0,0,1,no,163,1,0,0,14,5,1669,2,-1,0,3,1
51,7,0,1,no,242,0,1,0,14,5,1336,4,-1,0,3,1
31,9,1,1,no,1173,1,0,0,14,5,444,3,-1,0,3,1
39,9,1,2,no,0,1,0,0,14,5,894,7,-1,0,3,1
59,4,1,2,no,296,0,1,0,15,5,805,3,-1,0,3,1
25,7,2,1,no,333,0,1,0,15,5,1056,2,-1,0,3,1
58,4,1,2,no,3864,1,0,0,15,5,815,4,-1,0,3,1
30,2,1,0,no,2686,1,0,0,15,5,808,3,-1,0,3,1
34,1,2,0,no,-109,1,0,0,15,5,860,4,-1,0,3,1
51,7,0,1,no,65,0,1,0,15,5,881,1,-1,0,3,1
60,5,1,1,no,597,0,0,0,15,5,981,1,-1,0,3,1
51,2,1,1,no,-799,0,1,0,15,5,1001,3,-1,0,3,1
37,4,0,2,no,1775,0,0,0,15,5,514,5,-1,0,3,1
30,1,2,0,no,0,0,0,0,15,5,716,3,-1,0,3,1
46,2,0,1,no,-563,0,1,0,15,5,769,4,-1,0,3,1
29,8,2,2,no,5,0,0,0,15,5,889,5,-1,0,3,1
27,2,1,2,no,139,0,0,0,15,5,448,5,-1,0,3,1
28,4,2,2,no,0,1,0,0,16,5,767,5,-1,0,3,1
34,1,2,1,no,855,1,0,0,16,5,578,1,-1,0,3,1
29,1,2,3,no,694,1,1,0,16,5,1806,4,-1,0,3,1
27,4,2,2,no,151,1,0,0,16,5,496,1,-1,0,3,1
26,9,2,1,no,354,0,0,0,16,5,586,1,-1,0,3,1
36,4,1,2,no,673,1,0,0,16,5,689,1,-1,0,3,1
44,1,1,0,no,1265,1,0,0,16,5,555,1,-1,0,3,1
39,1,1,2,no,597,0,0,0,16,5,686,6,-1,0,3,1
30,9,1,1,no,-393,1,1,0,16,5,435,1,-1,0,3,1
31,10,0,2,no,256,1,0,0,16,5,873,2,-1,0,3,1
56,1,1,0,no,0,1,0,0,16,5,1222,1,-1,0,3,1
29,1,1,1,no,2870,1,0,0,16,5,988,1,-1,0,3,1
43,1,1,1,no,184,0,1,0,16,5,1019,11,-1,0,3,1
32,1,1,1,no,1905,1,0,0,16,5,709,2,-1,0,3,1
30,0,2,1,no,-36,0,0,0,16,5,561,9,-1,0,3,1
40,1,1,1,no,-839,1,1,0,16,5,1018,2,-1,0,3,1
42,7,1,1,no,3465,1,1,0,16,5,1039,2,-1,0,3,1
27,8,1,1,no,119,1,0,0,16,5,781,2,-1,0,3,1
35,4,1,2,no,36,0,1,0,16,5,1656,5,-1,0,3,1
35,3,1,0,no,113,1,0,0,17,5,923,2,-1,0,3,1
32,1,2,1,no,118,1,0,0,17,5,1275,1,-1,0,3,1
39,9,1,1,no,251,1,0,0,17,5,342,2,-1,0,3,1
31,1,0,1,no,-277,1,0,1,17,5,1008,2,-1,0,3,1
26,7,2,1,no,-189,0,1,0,17,5,538,2,-1,0,3,1
42,4,1,2,no,4,1,0,0,17,5,795,1,-1,0,3,1
27,7,2,1,no,1820,1,0,0,17,5,1027,1,-1,0,3,1
33,6,0,1,no,1904,1,0,0,17,5,1584,2,-1,0,3,1
51,1,1,0,no,201,1,0,0,17,5,582,2,-1,0,3,1
33,0,1,1,no,0,1,0,1,17,5,1448,7,-1,0,3,1
30,9,2,2,no,178,0,0,0,17,5,656,3,-1,0,3,1
52,3,1,0,no,3798,1,0,0,17,5,1208,1,-1,0,3,1
42,1,0,0,no,301,1,0,0,17,5,1175,2,-1,0,3,1
31,4,0,2,no,294,1,0,0,17,5,536,5,-1,0,3,1
27,7,1,1,no,0,1,0,0,17,5,991,5,-1,0,3,1
44,1,2,1,no,292,0,1,0,17,5,1153,4,-1,0,3,1
40,2,0,1,no,2998,1,0,0,18,5,623,3,-1,0,3,1
46,3,0,0,no,2084,1,0,0,18,5,1081,2,-1,0,3,1
32,7,0,1,no,454,1,0,0,18,5,978,1,-1,0,3,1
56,9,0,1,no,179,0,0,0,18,5,536,1,-1,0,3,1
33,1,1,1,no,661,1,0,0,18,5,968,1,-1,0,3,1
33,1,1,1,no,89,1,0,0,18,5,278,2,-1,0,3,1
32,6,1,0,no,102,1,0,0,18,5,560,1,-1,0,3,1
41,1,0,0,no,138,1,0,0,18,5,640,3,-1,0,3,1
31,0,2,1,no,622,0,0,0,18,5,420,1,-1,0,3,1
30,0,0,1,no,10,1,0,0,18,5,658,2,-1,0,3,1
34,0,0,1,no,-251,0,0,0,18,5,641,1,-1,0,3,1
43,2,1,1,no,104,1,0,0,18,5,635,3,-1,0,3,1
28,1,1,1,no,173,0,0,0,18,5,588,7,-1,0,3,1
32,0,0,1,no,-46,0,1,0,18,5,1373,4,-1,0,3,1
31,1,0,1,no,0,1,1,0,18,5,913,4,-1,0,3,1
35,2,2,2,no,145,1,0,0,18,5,799,2,-1,0,3,1
31,4,1,2,no,325,1,0,0,18,5,1139,2,-1,0,3,1
25,7,2,1,no,2311,0,1,0,21,5,1105,2,-1,0,3,1
56,5,0,2,no,158,0,1,0,21,5,854,1,-1,0,3,1
47,9,1,1,no,1981,1,0,0,21,5,919,2,-1,0,3,1
39,4,1,2,no,1423,1,0,1,21,5,733,3,-1,0,3,1
51,4,1,2,no,2455,1,0,0,21,5,553,1,-1,0,3,1
54,9,0,1,no,859,0,1,0,21,5,710,1,-1,0,3,1
58,5,1,3,no,9004,0,0,0,21,5,891,4,-1,0,3,1
42,10,1,3,no,970,1,0,1,21,5,691,10,-1,0,3,1
56,7,1,0,no,486,0,1,1,21,5,1877,1,-1,0,3,1
55,3,1,1,no,127,1,0,1,21,5,1130,8,-1,0,3,1
26,1,2,0,no,409,1,0,0,21,5,577,2,-1,0,3,1
40,0,2,1,no,664,0,0,0,21,5,1342,2,-1,0,3,1
26,9,2,1,no,223,0,1,0,21,5,1002,3,-1,0,3,1
35,4,2,2,no,-324,0,1,0,21,5,985,11,-1,0,3,1
34,7,2,1,no,-30,0,0,0,21,5,1360,3,-1,0,3,1
41,4,2,2,no,1253,0,0,0,21,5,1134,5,-1,0,3,1
44,4,1,0,no,4758,1,0,0,22,5,712,6,-1,0,3,1
33,4,2,2,no,30,1,0,0,22,5,1077,1,-1,0,3,1
36,4,0,2,no,81,0,1,0,22,5,560,1,-1,0,3,1
38,9,1,1,no,0,1,0,0,22,5,1545,1,-1,0,3,1
35,9,1,2,no,328,1,0,0,22,5,654,2,-1,0,3,1
41,9,2,2,no,145,0,0,0,22,5,1833,2,-1,0,3,1
41,4,0,3,no,465,1,0,0,22,5,1508,1,-1,0,3,1
28,1,1,1,no,751,1,0,0,22,5,598,5,-1,0,3,1
26,7,1,1,no,-379,1,1,0,22,5,1237,7,-1,0,3,1
39,1,2,1,no,0,0,0,0,22,5,864,4,-1,0,3,1
25,0,1,3,no,349,1,0,0,22,5,1037,8,-1,0,3,1
37,0,1,1,no,1110,1,0,1,22,5,802,11,-1,0,3,1
25,4,1,1,no,2228,1,0,0,23,5,754,1,-1,0,3,1
46,4,0,2,no,2166,1,0,0,23,5,870,1,-1,0,3,1
25,1,2,1,no,-247,1,0,0,23,5,633,1,-1,0,3,1
28,9,2,2,no,-123,0,1,0,23,5,690,1,-1,0,3,1
33,7,0,1,no,44,0,1,0,23,5,529,1,-1,0,3,1
32,4,2,1,no,131,1,1,0,23,5,1152,2,-1,0,3,1
32,1,1,1,no,476,1,0,0,23,5,956,9,-1,0,3,1
47,9,2,1,no,1101,1,0,0,23,5,957,3,-1,0,3,1
50,2,1,2,no,-168,1,0,0,23,5,1327,2,-1,0,3,1
27,9,1,1,no,-392,1,0,0,23,5,228,2,-1,0,3,1
45,0,1,1,no,524,1,0,0,23,5,808,1,-1,0,3,1
51,0,2,1,no,895,0,0,0,23,5,638,2,-1,0,3,1
36,0,1,1,no,212,1,1,0,23,5,1201,6,-1,0,3,1
51,6,1,1,no,95,1,0,0,23,5,1309,4,-1,0,3,1
33,7,2,2,no,395,1,0,0,23,5,1359,6,-1,0,3,1
59,9,1,1,no,135,1,1,0,23,5,416,4,-1,0,3,1
38,2,1,2,no,0,0,0,0,23,5,532,2,-1,0,3,1
40,7,1,1,no,471,1,0,0,24,5,430,4,-1,0,3,1
51,1,1,0,no,603,1,0,0,24,5,853,2,-1,0,3,1
41,2,2,1,no,663,0,0,0,24,5,1204,1,-1,0,3,1
38,2,1,1,no,593,1,1,0,24,5,1484,24,-1,0,3,1
31,4,1,2,no,1224,1,1,0,24,5,1441,2,-1,0,3,1
28,0,2,1,no,2,1,0,0,24,5,454,1,-1,0,3,1
41,1,1,1,yes,720,0,1,0,24,5,651,1,-1,0,3,1
33,4,0,2,no,990,1,0,0,24,5,1491,2,-1,0,3,1
25,8,2,1,no,1747,1,0,0,24,5,903,1,-1,0,3,1
45,0,0,1,no,59,1,0,0,24,5,873,8,-1,0,3,1
31,1,1,0,no,33,1,0,0,24,5,901,2,-1,0,3,1
28,7,2,1,no,340,1,0,0,24,5,821,2,-1,0,3,1
49,9,0,1,no,305,0,0,0,24,5,367,2,-1,0,3,1
25,7,1,1,no,0,1,0,0,24,5,458,9,-1,0,3,1
28,10,2,2,no,497,1,0,0,24,5,1602,6,-1,0,3,1
54,5,1,1,no,1371,0,0,1,25,5,1492,2,-1,0,3,1
28,9,2,2,no,1628,1,0,0,25,5,1422,2,-1,0,3,1
27,9,2,2,no,372,1,1,0,25,5,728,2,-1,0,3,1
49,1,2,0,no,566,1,0,0,25,5,979,2,-1,0,3,1
53,1,1,0,no,343,1,0,0,25,5,616,5,-1,0,3,1
26,9,2,1,no,941,0,1,0,25,5,784,1,-1,0,3,1
37,7,1,1,no,775,0,1,0,25,5,1000,1,-1,0,3,1
34,1,2,1,no,1759,0,1,0,25,5,695,1,-1,0,3,1
51,5,1,0,no,1495,0,0,1,25,5,1946,4,-1,0,3,1
39,3,1,1,no,1444,0,0,1,25,5,362,8,-1,0,3,1
35,9,2,2,no,470,1,0,0,25,5,743,13,-1,0,3,1
51,10,1,0,no,1162,1,0,0,25,5,2015,1,-1,0,3,1
30,4,2,2,no,2,1,1,0,25,5,1031,8,-1,0,3,1
42,1,2,0,no,1628,1,0,0,25,5,590,8,-1,0,3,1
54,4,1,1,no,1134,1,0,0,25,5,1330,3,-1,0,3,1
51,1,1,0,no,0,1,1,0,25,5,946,3,-1,0,3,1
57,5,0,0,no,63,0,1,0,25,5,1448,17,-1,0,3,1
30,4,1,2,no,1221,1,0,1,25,5,279,4,-1,0,3,1
37,1,2,1,no,5024,0,1,0,25,5,661,4,-1,0,3,1
39,9,1,1,no,10685,1,0,0,25,5,1369,9,-1,0,3,1
35,9,1,2,no,1629,0,0,0,25,5,653,4,-1,0,3,1
48,4,1,1,no,268,1,0,0,28,5,458,7,-1,0,3,1
31,4,1,2,no,0,1,1,0,28,5,664,8,-1,0,3,1
35,6,1,1,no,5613,1,0,0,28,5,699,3,-1,0,3,1
48,3,1,1,no,513,0,1,0,28,5,939,3,-1,0,3,1
53,3,1,0,no,362,0,0,0,28,5,1169,2,-1,0,3,1
27,9,2,1,no,3933,0,0,0,28,5,837,3,-1,0,3,1
55,9,1,1,no,3899,1,0,1,28,5,596,4,-1,0,3,1
40,7,1,1,no,473,1,0,0,28,5,383,3,-1,0,3,1
40,6,2,2,no,1616,0,0,1,28,5,1009,7,-1,0,3,1
38,1,0,1,no,1817,1,0,0,28,5,1096,4,-1,0,3,1
54,5,2,1,no,129,0,1,0,28,5,867,2,-1,0,3,1
54,9,1,1,no,1938,0,1,0,28,5,551,3,-1,0,3,1
50,0,2,1,no,133,0,0,0,28,5,890,4,-1,0,3,1
48,4,0,2,no,2263,0,0,0,29,5,874,2,-1,0,3,1
41,7,1,3,no,1538,0,0,0,29,5,710,2,-1,0,3,1
51,1,0,0,no,5,0,0,0,29,5,600,2,-1,0,3,1
42,9,2,2,no,2625,0,0,0,29,5,2516,2,-1,0,3,1
58,5,0,1,no,1080,1,0,0,29,5,1058,2,-1,0,3,1
47,10,1,1,no,312,0,0,0,29,5,884,1,-1,0,3,1
58,0,1,1,no,145,1,0,1,29,5,616,13,-1,0,3,1
41,1,1,1,no,-190,0,1,0,29,5,808,3,-1,0,3,1
50,0,1,1,no,2678,0,0,1,30,5,1011,6,-1,0,3,1
46,3,1,1,no,271,1,0,0,30,5,1013,29,-1,0,3,1
44,1,1,1,no,0,0,0,0,30,5,684,2,-1,0,3,1
36,7,1,1,no,0,0,0,0,30,5,843,2,-1,0,3,1
58,4,0,1,no,3161,0,0,1,30,5,542,2,-1,0,3,1
44,10,2,0,yes,-4,0,1,0,30,5,788,2,-1,0,3,1
49,2,0,3,yes,-701,1,0,0,30,5,988,2,-1,0,3,1
55,4,1,2,no,-375,0,0,0,30,5,814,2,-1,0,3,1
52,10,1,0,no,959,0,0,1,30,5,694,2,-1,0,3,1
60,5,0,1,no,1091,0,0,0,30,5,441,5,-1,0,3,1
41,7,1,3,yes,-1,0,1,0,30,5,1171,4,-1,0,3,1
36,4,1,2,no,96,0,0,0,30,5,729,4,-1,0,3,1
41,1,0,0,no,0,0,0,0,30,5,509,2,-1,0,3,1
50,2,1,2,no,230,0,0,1,30,5,1089,4,-1,0,3,1
44,3,1,0,no,-156,0,1,0,30,5,1211,2,-1,0,3,1
54,9,1,1,no,114,0,0,0,30,5,458,3,-1,0,3,1
35,4,1,2,no,-468,1,0,0,30,5,540,8,-1,0,3,1
59,5,0,1,no,679,0,0,0,30,5,761,4,-1,0,3,1
42,2,1,3,no,206,1,0,0,30,5,695,2,-1,0,3,1
27,4,2,2,no,1,1,0,0,30,5,764,4,-1,0,3,1
59,3,0,0,no,2518,0,0,0,30,5,675,3,-1,0,3,1
43,0,1,1,no,378,0,0,0,30,5,782,8,-1,0,3,1
39,9,2,1,no,391,0,1,0,30,5,962,4,-1,0,3,1
33,10,1,1,no,-144,0,0,0,30,5,481,3,-1,0,3,1
36,6,2,2,no,1240,0,0,0,31,5,812,3,-1,0,3,1
35,1,0,0,no,1792,1,0,0,31,5,630,6,-1,0,3,1
50,1,1,3,no,2284,1,0,1,31,5,1088,17,-1,0,3,1
55,9,1,1,no,264,1,1,0,31,5,1150,5,-1,0,3,1
51,10,0,2,no,0,0,0,0,31,5,574,2,-1,0,3,1
48,2,1,2,yes,-392,0,0,0,31,5,725,4,-1,0,3,1
55,3,0,0,no,77,0,0,0,31,5,463,6,-1,0,3,1
30,7,1,1,no,48,1,0,0,31,5,662,13,-1,0,3,1
53,1,1,0,no,252,0,0,0,31,5,727,4,-1,0,3,1
40,1,1,1,no,1954,0,0,0,31,5,1107,2,-1,0,3,1
44,9,1,0,no,755,0,1,0,31,5,829,4,-1,0,3,1
49,4,0,2,no,755,0,0,0,31,5,1212,4,-1,0,3,1
40,0,1,1,no,341,0,0,0,31,5,1142,5,-1,0,3,1
58,10,1,0,no,1183,0,0,0,31,5,1721,5,-1,0,3,1
49,7,1,1,no,388,0,0,1,31,5,1032,4,-1,0,3,1
38,9,1,1,no,1919,0,0,0,4,1,846,1,-1,0,3,1
51,3,0,2,no,1613,0,0,0,4,1,870,1,-1,0,3,1
36,4,0,2,no,0,0,0,0,4,1,1165,1,-1,0,3,1
55,5,1,1,no,0,0,0,0,4,1,1110,1,-1,0,3,1
43,9,1,2,no,0,0,0,0,4,1,1488,2,-1,0,3,1
60,4,0,1,no,0,0,0,0,5,1,603,3,-1,0,3,1
57,5,1,1,no,466,0,0,0,5,1,641,2,-1,0,3,1
41,9,1,2,no,515,0,0,0,5,1,837,2,-1,0,3,1
50,9,1,2,no,2313,0,0,0,5,1,553,1,-1,0,3,1
53,1,1,1,no,-8,0,0,0,5,1,794,1,-1,0,3,1
59,5,1,0,no,1634,1,1,0,5,1,836,1,-1,0,3,1
59,3,1,0,no,100,0,0,0,5,1,1134,1,-1,0,3,1
52,11,1,3,no,5361,0,0,0,5,1,607,3,-1,0,3,1
58,4,0,2,no,1257,0,0,0,5,1,1536,1,-1,0,3,1
59,5,1,0,no,3400,1,0,0,5,1,515,3,-1,0,3,1
49,9,2,1,no,1377,0,0,0,5,1,935,1,-1,0,3,1
33,4,0,2,no,2885,0,0,0,5,1,1051,2,-1,0,3,1
55,1,1,0,no,512,0,0,0,5,1,1200,2,-1,0,3,1
42,9,1,2,no,921,0,0,0,5,1,531,3,-1,0,3,1
52,7,1,1,no,1000,0,0,0,5,1,766,2,-1,0,3,1
38,9,1,2,no,202,0,0,0,5,1,1311,2,-1,0,3,1
55,9,1,2,no,169,0,1,0,5,1,618,2,-1,0,3,1
49,9,1,2,no,3726,0,0,0,5,1,875,2,-1,0,3,1
56,9,0,1,no,146,1,0,0,5,1,419,3,-1,0,3,1
46,9,1,1,no,940,0,0,0,5,1,1227,2,-1,0,3,1
57,5,0,2,no,734,0,0,0,6,1,1357,4,-1,0,3,1
61,5,1,1,no,77,0,0,0,6,1,455,4,-1,0,3,1
45,0,1,1,no,925,0,0,0,6,1,406,2,-1,0,3,1
39,4,1,2,no,1836,0,0,0,6,1,902,3,-1,0,3,1
46,0,1,1,no,660,0,0,0,6,1,740,2,-1,0,3,1
43,4,2,2,no,1304,0,0,0,6,1,501,2,-1,0,3,1
34,7,1,1,no,2956,0,0,0,6,1,835,2,-1,0,3,1
35,4,0,2,no,146,0,0,0,6,1,720,2,-1,0,3,1
36,4,0,2,yes,36,0,0,0,6,1,836,4,-1,0,3,1
45,4,0,2,no,1,0,0,0,6,1,490,2,-1,0,3,1
47,9,1,1,no,2480,0,0,0,6,1,763,2,-1,0,3,1
42,9,1,2,no,14282,1,0,0,6,1,649,4,-1,0,3,1
40,4,2,2,no,0,0,0,0,6,1,641,6,-1,0,3,1
40,9,0,1,no,311,0,0,0,6,1,738,2,-1,0,3,1
32,9,1,1,no,560,0,0,0,6,1,1044,4,-1,0,3,1
33,9,2,1,no,3059,0,1,0,6,1,482,2,-1,0,3,1
32,6,1,2,no,1423,0,0,0,6,1,1249,4,-1,0,3,1
46,1,1,0,no,874,0,0,0,6,1,996,1,-1,0,3,1
50,0,1,1,no,706,1,0,0,6,1,1250,4,-1,0,3,1
51,1,1,0,no,7098,0,0,0,6,1,1471,7,-1,0,3,1
30,4,2,2,no,5389,0,0,0,6,1,1456,3,-1,0,3,1
39,9,2,1,no,1104,0,0,0,7,1,395,2,-1,0,3,1
47,0,1,1,no,3070,0,0,0,7,1,663,4,-1,0,3,1
40,9,0,1,no,0,0,0,0,7,1,674,2,-1,0,3,1
50,1,1,0,no,4108,1,0,0,7,1,526,2,-1,0,3,1
60,4,1,2,no,0,0,0,0,7,1,401,3,-1,0,3,1
32,4,2,2,no,4291,0,0,0,7,1,1321,9,-1,0,3,1
57,9,1,2,no,6822,0,0,0,7,1,797,2,-1,0,3,1
41,6,1,2,no,231,0,0,0,7,1,352,2,-1,0,3,1
50,9,1,1,no,3176,0,0,0,7,1,670,1,-1,0,3,1
46,9,0,1,no,-824,1,0,0,7,1,429,3,-1,0,3,1
31,4,1,2,no,676,0,0,0,7,1,1182,1,-1,0,3,1
36,9,2,1,no,651,0,0,0,7,1,876,1,-1,0,3,1
45,9,0,1,no,2657,0,0,0,7,1,895,3,-1,0,3,1
33,9,0,1,no,801,0,0,0,7,1,341,5,-1,0,3,1
47,7,1,1,no,405,0,1,0,8,1,994,2,-1,0,3,1
35,4,1,2,no,82,0,0,0,8,1,507,4,-1,0,3,1
38,4,1,2,no,179,0,0,2,8,1,317,4,-1,0,3,1
33,4,1,2,no,1047,0,0,0,8,1,512,4,-1,0,3,1
44,9,2,1,no,7138,0,0,0,8,1,809,2,-1,0,3,1
31,4,2,2,no,165,0,1,0,8,1,523,2,-1,0,3,1
31,4,2,2,no,37,0,0,0,8,1,669,2,-1,0,3,1
49,7,1,1,no,823,0,0,0,8,1,780,4,-1,0,3,1
52,7,1,0,no,1625,0,0,0,8,1,459,2,-1,0,3,1
31,9,1,2,no,120,0,0,0,8,1,1000,1,-1,0,3,1
35,4,1,2,no,2957,1,1,0,8,1,733,3,-1,0,3,1
31,4,2,2,no,2,0,0,0,8,1,848,1,-1,0,3,1
36,9,0,1,no,1,0,0,0,8,1,1242,3,-1,0,3,1
39,4,1,2,no,1795,0,0,0,8,1,922,7,-1,0,3,1
46,4,1,2,no,4,0,0,0,8,1,1206,4,-1,0,3,1
48,1,1,0,no,476,0,0,0,11,1,856,3,-1,0,3,1
36,4,1,2,no,9,0,0,0,11,1,386,4,-1,0,3,1
30,4,1,2,no,131,1,0,0,11,1,384,6,-1,0,3,1
33,4,2,2,no,1120,0,0,0,11,1,1070,2,-1,0,3,1
57,3,1,0,no,2785,0,0,0,11,1,610,4,-1,0,3,1
33,4,2,2,no,0,0,0,0,11,1,699,7,-1,0,3,1
35,4,1,2,no,43,0,0,0,11,1,917,4,-1,0,3,1
53,4,1,2,no,0,0,0,0,11,1,608,2,-1,0,3,1
41,4,1,1,no,456,1,0,0,11,1,734,4,-1,0,3,1
32,4,2,1,no,2018,0,0,0,11,1,1238,1,-1,0,3,1
41,4,1,2,no,0,0,0,0,11,1,1242,5,-1,0,3,1
35,9,2,1,no,354,0,0,0,11,1,444,3,-1,0,3,1
48,1,1,0,no,719,0,1,0,11,1,418,5,-1,0,3,1
34,4,1,2,no,828,0,1,0,11,1,1080,3,-1,0,3,1
47,1,1,1,no,2787,0,0,0,11,1,479,1,-1,0,3,1
46,10,1,1,no,2551,0,0,0,12,1,645,2,-1,0,3,1
60,5,1,1,no,2722,0,0,0,12,1,506,2,-1,0,3,1
39,4,1,1,no,1880,0,0,0,12,1,768,2,-1,0,3,1
57,1,1,0,no,2112,0,0,0,12,1,1134,2,-1,0,3,1
36,10,0,1,no,871,0,0,0,12,1,396,3,-1,0,3,1
30,4,1,1,no,850,0,0,0,12,1,507,2,-1,0,3,1
33,9,1,1,no,3243,0,0,0,12,1,439,4,-1,0,3,1
30,4,1,2,no,1567,1,0,0,12,1,1133,4,-1,0,3,1
36,9,2,1,yes,12,0,0,0,12,1,587,2,-1,0,3,1
49,1,1,0,no,128,0,0,0,12,1,696,2,-1,0,3,1
49,1,1,1,no,553,0,0,0,12,1,645,8,-1,0,3,1
40,10,0,1,no,1694,0,0,0,12,1,473,6,-1,0,3,1
49,1,1,0,no,408,0,0,0,12,1,559,4,-1,0,3,1
38,4,1,2,no,1223,0,0,0,12,1,1092,5,-1,0,3,1
31,4,2,2,no,1858,0,0,0,12,1,453,3,-1,0,3,1
34,4,1,2,no,520,1,0,0,12,1,1307,4,-1,0,3,1
39,4,1,2,no,271,1,0,0,12,1,1344,1,-1,0,3,1
40,4,1,1,no,4396,0,0,0,12,1,432,3,-1,0,3,1
47,9,1,1,no,568,1,0,0,12,1,1613,1,-1,0,3,1
37,9,2,1,no,3665,0,0,0,12,1,664,3,-1,0,3,1
44,9,2,1,no,244,1,0,0,12,1,1735,4,-1,0,3,1
55,4,1,2,no,568,0,0,0,12,1,940,10,-1,0,3,1
40,9,1,1,no,42,0,0,0,13,1,1842,2,-1,0,3,1
54,5,1,0,no,309,0,0,0,13,1,969,2,-1,0,3,1
35,9,1,1,no,-180,0,1,0,13,1,823,2,-1,0,3,1
32,9,2,2,no,34646,0,0,1,13,1,618,9,-1,0,3,1
36,4,0,2,no,59,0,0,0,13,1,526,2,-1,0,3,1
37,4,1,2,no,4436,0,0,0,13,1,846,5,-1,0,3,1
37,9,2,1,no,-242,1,0,0,13,1,1149,6,-1,0,3,1
50,6,1,1,no,10052,0,0,0,13,1,665,2,-1,0,3,1
58,5,1,2,no,0,0,0,0,13,1,641,4,-1,0,3,1
52,9,0,1,no,152,0,0,0,13,1,404,6,-1,0,3,1
